date,sku_id,demand,price,promotion
5/5/2024,SKU_004,55,882.65,0
5/6/2024,SKU_004,51,923.35,0
5/7/2024,SKU_004,47,925.69,0
5/8/2024,SKU_004,53,910.42,0
5/9/2024,SKU_004,51,924.95,0
5/10/2024,SKU_004,52,902.75,0
5/11/2024,SKU_004,96,773.84,1
5/12/2024,SKU_004,63,886.03,0
5/13/2024,SKU_004,87,745.75,1
5/14/2024,SKU_004,49,895.6,0
5/15/2024,SKU_004,50,904.05,0
5/16/2024,SKU_004,45,875.97,0
5/17/2024,SKU_004,51,905.6,0
5/18/2024,SKU_004,97,731.48,1
5/19/2024,SKU_004,52,924.95,0
5/20/2024,SKU_004,79,777.78,1
5/21/2024,SKU_004,55,882.28,0
5/22/2024,SKU_004,47,914.78,0
5/23/2024,SKU_004,55,921,0
5/24/2024,SKU_004,47,922.93,0
5/25/2024,SKU_004,56,923.82,0
5/26/2024,SKU_004,60,900.16,0
5/27/2024,SKU_004,59,924.75,0
5/28/2024,SKU_004,54,912.88,0
5/29/2024,SKU_004,55,880.75,0
5/30/2024,SKU_004,56,897.75,0
5/31/2024,SKU_004,57,910.78,0
6/1/2024,SKU_004,63,885.37,0
6/2/2024,SKU_004,63,906.58,0
6/3/2024,SKU_004,49,907.99,0
6/4/2024,SKU_004,47,880.81,0
6/5/2024,SKU_004,49,902.51,0
6/6/2024,SKU_004,92,785.6,1
6/7/2024,SKU_004,47,913.65,0
6/8/2024,SKU_004,55,898.94,0
6/9/2024,SKU_004,61,872.68,0
6/10/2024,SKU_004,52,872.52,0
6/11/2024,SKU_004,52,891.29,0
6/12/2024,SKU_004,47,921.99,0
6/13/2024,SKU_004,51,884.36,0
6/14/2024,SKU_004,48,906.25,0
6/15/2024,SKU_004,105,747.57,1
6/16/2024,SKU_004,64,884.01,0
6/17/2024,SKU_004,45,889.38,0
6/18/2024,SKU_004,47,917.77,0
6/19/2024,SKU_004,45,911.34,0
6/20/2024,SKU_004,50,877.18,0
6/21/2024,SKU_004,51,895.15,0
6/22/2024,SKU_004,55,873.6,0
6/23/2024,SKU_004,56,897.97,0
6/24/2024,SKU_004,48,907.76,0
6/25/2024,SKU_004,59,878.42,0
6/26/2024,SKU_004,97,777.17,1
6/27/2024,SKU_004,96,754.72,1
6/28/2024,SKU_004,58,887.61,0
1/1/2024,SKU_005,166,150.85,0
1/2/2024,SKU_005,261,122.66,1
1/3/2024,SKU_005,154,148.01,0
1/4/2024,SKU_005,139,146.58,0
1/5/2024,SKU_005,143,149.87,0
1/6/2024,SKU_005,182,152.83,0
1/7/2024,SKU_005,185,152.84,0
1/8/2024,SKU_005,146,147.59,0
1/9/2024,SKU_005,144,149.25,0
1/10/2024,SKU_005,285,119.41,1
1/11/2024,SKU_005,140,146.42,0
1/12/2024,SKU_005,151,153.43,0
1/13/2024,SKU_005,207,153.3,0
1/14/2024,SKU_005,190,150.34,0
1/15/2024,SKU_005,141,151.72,0
1/16/2024,SKU_005,148,150.92,0
1/17/2024,SKU_005,165,149.83,0
1/18/2024,SKU_005,158,145.01,0
1/19/2024,SKU_005,266,130.59,1
1/20/2024,SKU_005,204,148.6,0
1/21/2024,SKU_005,183,150.56,0
1/22/2024,SKU_005,295,128.49,1
1/23/2024,SKU_005,156,150.59,0
1/24/2024,SKU_005,150,147.87,0
1/25/2024,SKU_005,155,152.95,0
1/26/2024,SKU_005,161,146.03,0
1/27/2024,SKU_005,226,149,0
1/28/2024,SKU_005,232,150.71,0
1/29/2024,SKU_005,160,150.76,0
1/30/2024,SKU_005,173,150.33,0
1/31/2024,SKU_005,146,146.99,0
2/1/2024,SKU_005,149,145.93,0
2/2/2024,SKU_005,153,150.22,0
2/3/2024,SKU_005,302,130.56,1
2/4/2024,SKU_005,188,149.89,0
2/5/2024,SKU_005,149,146.13,0
2/6/2024,SKU_005,157,150.83,0
2/7/2024,SKU_005,153,148.6,0
2/8/2024,SKU_005,278,119.78,1
2/9/2024,SKU_005,128,150.5,0
2/10/2024,SKU_005,191,152.02,0
2/11/2024,SKU_005,210,146.05,0
2/12/2024,SKU_005,126,144.7,0
2/13/2024,SKU_005,147,151.5,0
2/14/2024,SKU_005,278,131.67,1
2/15/2024,SKU_005,172,149.98,0
2/16/2024,SKU_005,150,150.78,0
2/17/2024,SKU_005,204,152.02,0
2/18/2024,SKU_005,202,151.71,0
2/19/2024,SKU_005,127,153.12,0
2/20/2024,SKU_005,165,149.32,0
2/21/2024,SKU_005,159,148.9,0
2/22/2024,SKU_005,163,148.12,0
2/23/2024,SKU_005,206,145.9,0
2/24/2024,SKU_005,178,149.65,0
2/25/2024,SKU_005,248,147.01,0
2/26/2024,SKU_005,166,152.77,0
2/27/2024,SKU_005,176,149.74,0
2/28/2024,SKU_005,172,149.83,0
2/29/2024,SKU_005,169,147.7,0
3/1/2024,SKU_005,154,144.99,0
3/2/2024,SKU_005,214,144.81,0
3/3/2024,SKU_005,188,148.31,0
3/4/2024,SKU_005,170,145.29,0
3/5/2024,SKU_005,152,149.96,0
3/6/2024,SKU_005,142,152.41,0
3/7/2024,SKU_005,150,152.42,0
3/8/2024,SKU_005,172,150.42,0
3/9/2024,SKU_005,203,146.42,0
3/10/2024,SKU_005,207,152.25,0
3/11/2024,SKU_005,261,128.43,1
3/12/2024,SKU_005,165,152.45,0
3/13/2024,SKU_005,170,146.29,0
3/14/2024,SKU_005,180,151.12,0
3/15/2024,SKU_005,289,127.59,1
3/16/2024,SKU_005,217,147.09,0
3/17/2024,SKU_005,206,151.71,0
3/18/2024,SKU_005,172,153.45,0
3/19/2024,SKU_005,155,144.8,0
3/20/2024,SKU_005,166,152.55,0
3/21/2024,SKU_005,157,150.1,0
3/22/2024,SKU_005,156,153.23,0
3/23/2024,SKU_005,210,148.69,0
3/24/2024,SKU_005,336,128.51,1
3/25/2024,SKU_005,172,152.11,0
3/26/2024,SKU_005,183,145.09,0
3/27/2024,SKU_005,197,147.53,0
3/28/2024,SKU_005,193,145.13,0
3/29/2024,SKU_005,184,153.25,0
3/30/2024,SKU_005,222,151.83,0
3/31/2024,SKU_005,216,152.15,0
4/1/2024,SKU_005,170,152.92,0
4/2/2024,SKU_005,175,145.29,0
4/3/2024,SKU_005,180,147.98,0
4/4/2024,SKU_005,158,145.17,0
4/5/2024,SKU_005,161,146.41,0
4/6/2024,SKU_005,194,146.58,0
4/7/2024,SKU_005,206,148.72,0
4/8/2024,SKU_005,311,132.08,1
4/9/2024,SKU_005,159,146.93,0
4/10/2024,SKU_005,173,145.43,0
4/11/2024,SKU_005,163,146.03,0
4/12/2024,SKU_005,170,145.85,0
4/13/2024,SKU_005,193,153.23,0
4/14/2024,SKU_005,210,151.32,0
4/15/2024,SKU_005,124,153.18,0
4/16/2024,SKU_005,162,148.46,0
4/17/2024,SKU_005,146,147.02,0
4/18/2024,SKU_005,288,127.95,1
4/19/2024,SKU_005,171,151.67,0
4/20/2024,SKU_005,220,147.45,0
4/21/2024,SKU_005,233,147.21,0
4/22/2024,SKU_005,155,146.61,0
4/23/2024,SKU_005,188,145.69,0
4/24/2024,SKU_005,177,146.82,0
4/25/2024,SKU_005,179,147.71,0
4/26/2024,SKU_005,193,150.56,0
4/27/2024,SKU_005,227,145.09,0
4/28/2024,SKU_005,229,146.41,0
4/29/2024,SKU_005,172,151.76,0
4/30/2024,SKU_005,178,145.84,0
5/1/2024,SKU_005,154,147.59,0
5/2/2024,SKU_005,177,152.26,0
5/3/2024,SKU_005,165,145.92,0
5/4/2024,SKU_005,224,145.27,0
5/5/2024,SKU_005,209,148.86,0
5/6/2024,SKU_005,146,147.23,0
5/7/2024,SKU_005,169,149.57,0
5/8/2024,SKU_005,141,151.72,0
5/9/2024,SKU_005,168,145.76,0
5/10/2024,SKU_005,149,149.72,0
5/11/2024,SKU_005,240,149.05,0
5/12/2024,SKU_005,231,145.82,0
5/13/2024,SKU_005,299,127.86,1
5/14/2024,SKU_005,284,133.96,1
5/15/2024,SKU_005,156,150.11,0
5/16/2024,SKU_005,175,146.98,0
5/17/2024,SKU_005,170,148.89,0
5/18/2024,SKU_005,397,130.48,1
5/19/2024,SKU_005,237,145.27,0
5/20/2024,SKU_005,177,148.64,0
5/21/2024,SKU_005,173,147.27,0
5/22/2024,SKU_005,145,151.88,0
5/23/2024,SKU_005,160,145.04,0
5/24/2024,SKU_005,167,148.27,0
5/25/2024,SKU_005,242,148.63,0
5/26/2024,SKU_005,225,151.01,0
5/27/2024,SKU_005,214,149.66,0
5/28/2024,SKU_005,202,150.49,0
5/29/2024,SKU_005,190,151.48,0
5/30/2024,SKU_005,183,152.24,0
5/31/2024,SKU_005,185,147.34,0
6/1/2024,SKU_005,208,149.34,0
6/2/2024,SKU_005,217,152.04,0
6/3/2024,SKU_005,169,153.38,0
6/4/2024,SKU_005,151,152.48,0
6/5/2024,SKU_005,175,147.85,0
6/6/2024,SKU_005,170,146.27,0
6/7/2024,SKU_005,147,148.91,0
6/8/2024,SKU_005,208,151.16,0
6/9/2024,SKU_005,216,148.93,0
6/10/2024,SKU_005,193,148.85,0
6/11/2024,SKU_005,174,152.02,0
6/12/2024,SKU_005,156,147.76,0
6/13/2024,SKU_005,174,152.22,0
6/14/2024,SKU_005,153,148.17,0
6/15/2024,SKU_005,237,147.46,0
6/16/2024,SKU_005,217,148.59,0
6/17/2024,SKU_005,168,151.35,0
6/18/2024,SKU_005,190,145.66,0
6/19/2024,SKU_005,158,146.29,0
6/20/2024,SKU_005,151,153.04,0
6/21/2024,SKU_005,167,146.1,0
6/22/2024,SKU_005,235,149.61,0
6/23/2024,SKU_005,204,149.71,0
6/24/2024,SKU_005,138,148.91,0
6/25/2024,SKU_005,183,150.29,0
6/26/2024,SKU_005,199,146.58,0
6/27/2024,SKU_005,204,149.47,0
6/28/2024,SKU_005,341,125.79,1
1/1/2024,SKU_006,61,487.19,0
1/2/2024,SKU_006,57,501.56,0
1/3/2024,SKU_006,46,500.33,0
1/4/2024,SKU_006,71,491.03,0
1/5/2024,SKU_006,119,424.15,1
1/6/2024,SKU_006,76,503.12,0
1/7/2024,SKU_006,130,435.64,1
1/8/2024,SKU_006,54,508.58,0
1/9/2024,SKU_006,70,485.27,0
1/10/2024,SKU_006,70,498.94,0
1/11/2024,SKU_006,61,504.67,0
1/12/2024,SKU_006,66,491.58,0
1/13/2024,SKU_006,80,493.24,0
1/14/2024,SKU_006,72,502.4,0
1/15/2024,SKU_006,102,430.1,1
1/16/2024,SKU_006,60,510.91,0
1/17/2024,SKU_006,58,508.28,0
1/18/2024,SKU_006,60,501.49,0
1/19/2024,SKU_006,60,505.89,0
1/20/2024,SKU_006,79,494.95,0
1/21/2024,SKU_006,79,503.22,0
1/22/2024,SKU_006,117,408.51,1
1/23/2024,SKU_006,58,497.99,0
1/24/2024,SKU_006,56,489.72,0
1/25/2024,SKU_006,71,505.04,0
1/26/2024,SKU_006,57,500.69,0
1/27/2024,SKU_006,94,494.77,0
1/28/2024,SKU_006,93,511.32,0
1/29/2024,SKU_006,68,484.66,0
1/30/2024,SKU_006,56,493.48,0
1/31/2024,SKU_006,67,485.73,0
2/1/2024,SKU_006,60,506.98,0
2/2/2024,SKU_006,56,505.05,0
2/3/2024,SKU_006,78,493.95,0
2/4/2024,SKU_006,87,504.26,0
2/5/2024,SKU_006,65,495.88,0
2/6/2024,SKU_006,57,506.67,0
2/7/2024,SKU_006,54,497.63,0
2/8/2024,SKU_006,61,496.37,0
2/9/2024,SKU_006,60,512.02,0
2/10/2024,SKU_006,84,491.54,0
2/11/2024,SKU_006,80,487.64,0
2/12/2024,SKU_006,64,501.53,0
2/13/2024,SKU_006,70,513.05,0
2/14/2024,SKU_006,66,495.34,0
2/15/2024,SKU_006,63,485.89,0
2/16/2024,SKU_006,62,494.19,0
2/17/2024,SKU_006,79,499.18,0
2/18/2024,SKU_006,88,488.88,0
2/19/2024,SKU_006,59,503.73,0
2/20/2024,SKU_006,122,400.48,1
2/21/2024,SKU_006,61,513.9,0
2/22/2024,SKU_006,60,497.56,0
2/23/2024,SKU_006,98,413.4,1
2/24/2024,SKU_006,136,421.31,1
2/25/2024,SKU_006,90,494.65,0
2/26/2024,SKU_006,72,496.03,0
2/27/2024,SKU_006,68,487.48,0
2/28/2024,SKU_006,74,510.48,0
2/29/2024,SKU_006,65,496.45,0
3/1/2024,SKU_006,72,495.62,0
3/2/2024,SKU_006,73,503.78,0
3/3/2024,SKU_006,84,497.26,0
3/4/2024,SKU_006,65,503.44,0
3/5/2024,SKU_006,61,485.87,0
3/6/2024,SKU_006,64,508.39,0
3/7/2024,SKU_006,68,512.19,0
3/8/2024,SKU_006,52,503.45,0
3/9/2024,SKU_006,83,512.61,0
3/10/2024,SKU_006,72,488.56,0
3/11/2024,SKU_006,109,429.99,1
3/12/2024,SKU_006,71,498.32,0
3/13/2024,SKU_006,61,502.05,0
3/14/2024,SKU_006,58,501.45,0
3/15/2024,SKU_006,63,496.05,0
3/16/2024,SKU_006,93,494.15,0
3/17/2024,SKU_006,76,487.83,0
3/18/2024,SKU_006,59,495.76,0
3/19/2024,SKU_006,72,488.9,0
3/20/2024,SKU_006,72,506.02,0
3/21/2024,SKU_006,64,490.28,0
3/22/2024,SKU_006,113,441.61,1
3/23/2024,SKU_006,157,408.99,1
3/24/2024,SKU_006,93,485.78,0
3/25/2024,SKU_006,74,500.57,0
3/26/2024,SKU_006,66,501.85,0
3/27/2024,SKU_006,69,510.14,0
3/28/2024,SKU_006,70,501.3,0
3/29/2024,SKU_006,135,405.46,1
3/30/2024,SKU_006,100,494.37,0
3/31/2024,SKU_006,95,508.07,0
4/1/2024,SKU_006,59,500.21,0
4/2/2024,SKU_006,112,447.28,1
4/3/2024,SKU_006,68,486.4,0
4/4/2024,SKU_006,68,500.97,0
4/5/2024,SKU_006,71,511.22,0
4/6/2024,SKU_006,79,495.9,0
4/7/2024,SKU_006,85,492.9,0
4/8/2024,SKU_006,118,404.59,1
4/9/2024,SKU_006,59,488.33,0
4/10/2024,SKU_006,68,488.56,0
4/11/2024,SKU_006,77,496.99,0
4/12/2024,SKU_006,56,501.86,0
4/13/2024,SKU_006,86,486.44,0
4/14/2024,SKU_006,86,512.16,0
4/15/2024,SKU_006,65,506.64,0
4/16/2024,SKU_006,65,501.59,0
4/17/2024,SKU_006,58,508.83,0
4/18/2024,SKU_006,68,486.43,0
4/19/2024,SKU_006,62,498.31,0
4/20/2024,SKU_006,74,502.89,0
4/21/2024,SKU_006,90,508.84,0
4/22/2024,SKU_006,69,507.49,0
4/23/2024,SKU_006,67,492.33,0
4/24/2024,SKU_006,65,512.2,0
4/25/2024,SKU_006,79,487.75,0
4/26/2024,SKU_006,72,510.23,0
4/27/2024,SKU_006,96,513.1,0
4/28/2024,SKU_006,94,489.33,0
4/29/2024,SKU_006,78,505.65,0
4/30/2024,SKU_006,134,423.08,1
5/1/2024,SKU_006,69,485.24,0
5/2/2024,SKU_006,60,496.17,0
5/3/2024,SKU_006,68,499.49,0
5/4/2024,SKU_006,153,428.42,1
5/5/2024,SKU_006,83,501.41,0
5/6/2024,SKU_006,61,512.05,0
5/7/2024,SKU_006,61,504.16,0
5/8/2024,SKU_006,77,498.44,0
5/9/2024,SKU_006,72,508.27,0
5/10/2024,SKU_006,74,512.49,0
5/11/2024,SKU_006,83,484.69,0
5/12/2024,SKU_006,85,513.45,0
5/13/2024,SKU_006,62,486.61,0
5/14/2024,SKU_006,62,508.41,0
5/15/2024,SKU_006,63,492.42,0
5/16/2024,SKU_006,74,487.99,0
5/17/2024,SKU_006,65,497.2,0
5/18/2024,SKU_006,147,426.21,1
5/19/2024,SKU_006,89,503.31,0
5/20/2024,SKU_006,78,495.44,0
5/21/2024,SKU_006,61,485.66,0
5/22/2024,SKU_006,73,501.98,0
5/23/2024,SKU_006,117,403.49,1
5/24/2024,SKU_006,61,511.05,0
5/25/2024,SKU_006,102,495.5,0
5/26/2024,SKU_006,99,490.51,0
5/27/2024,SKU_006,73,497.28,0
5/28/2024,SKU_006,72,485.48,0
5/29/2024,SKU_006,70,508.6,0
5/30/2024,SKU_006,83,508.77,0
5/31/2024,SKU_006,74,501.63,0
6/1/2024,SKU_006,92,494.6,0
6/2/2024,SKU_006,155,402.05,1
6/3/2024,SKU_006,63,507.98,0
6/4/2024,SKU_006,73,500.64,0
6/5/2024,SKU_006,60,508.76,0
6/6/2024,SKU_006,65,502.94,0
6/7/2024,SKU_006,67,507.52,0
6/8/2024,SKU_006,89,501.95,0
6/9/2024,SKU_006,88,496.43,0
6/10/2024,SKU_006,69,512.71,0
6/11/2024,SKU_006,71,500.23,0
6/12/2024,SKU_006,71,502.15,0
6/13/2024,SKU_006,64,490.63,0
6/14/2024,SKU_006,67,502.76,0
6/15/2024,SKU_006,94,501.14,0
6/16/2024,SKU_006,95,489.56,0
6/17/2024,SKU_006,63,485.81,0
6/18/2024,SKU_006,70,502.12,0
6/19/2024,SKU_006,58,506.89,0
6/20/2024,SKU_006,69,499.7,0
6/21/2024,SKU_006,79,490.82,0
6/22/2024,SKU_006,84,503.99,0
6/23/2024,SKU_006,87,486.43,0
6/24/2024,SKU_006,73,497.26,0
6/25/2024,SKU_006,70,488.92,0
6/26/2024,SKU_006,74,489.55,0
6/27/2024,SKU_006,80,490.09,0
6/28/2024,SKU_006,73,495.61,0
